Kode Saham;Nama Perusahaan;Open Price;Tertinggi;Terendah;Penutupan;Selisih;Volume;Nilai;Frekuensi;Offer;Offer Volume;Bid;Bid Volume;Listed Shares;Tradeble Shares
IPAC;Era Graharealty Tbk.;0;164;152;161;5;120700;19170200;89;161;7900;156;1300;949868500;949868500
IPCC;Indonesia Kendaraan Terminal Tbk.;1295;1295;1285;1290;-5;622000;802381000;433;1295;448900;1290;196400;1818384820;1818384820
IPCM;Jasa Armada Indonesia Tbk.;330;332;320;330;0;1090100;356580600;433;330;32700;328;16100;5284811100;5284811100
IPOL;Indopoly Swakarsa Industry Tbk.;126;126;120;120;-4;1076100;130338500;225;121;50900;120;779300;6443379509;6443379509
IPPE;Indo Pureco Pratama Tbk.;0;0;0;14;0;0;0;0;0;0;0;0;4600000000;4600000000
IPTV;MNC Vision Networks Tbk.;0;40;39;40;0;4240700;168495200;132;40;3144900;39;2354600;42197950841;42197950841
IRRA;Itama Ranoraya Tbk.;394;410;394;394;0;1104300;439630400;216;400;22500;394;15700;1600000000;397400000
IRSX;Folago Global Nusantara Tbk.;418;438;412;432;8;46891300;20061844600;3586;432;189400;430;332900;6195047377;6195047377
ISAP;Isra Presisi Indonesia Tbk.;0;33;29;30;0;25545900;747744100;812;30;11401800;29;2041100;4020340969;4020340969
ISAT;Indosat Tbk.;2150;2170;2110;2140;-20;5986900;12853486000;3563;2140;38600;2130;66100;32250810957;32250810957
ISEA;Indo American Seafoods Tbk.;84;88;82;87;4;13614600;1169666000;1112;88;667800;87;22300;1390013370;1390013370
ISSP;Steel Pipe Industry of Indonesia Tbk.;488;488;482;484;-6;966200;467771400;138;484;100;482;81700;7185992035;7185992035
ITIC;Indonesian Tobacco Tbk.;254;254;248;254;0;270700;68291600;115;254;21700;252;44400;940720000;940720000
ITMA;Sumber Energi Andalan Tbk.;1940;1970;1850;1895;-45;292600;551693000;244;1900;600;1895;5400;999053167;999053167
ITMG;Indo Tambangraya Megah Tbk.;27250;27500;26650;26650;-350;3088700;83199827500;4667;26875;800;26650;100500;1129925000;1129925000
JARR;Jhonlin Agro Raya Tbk.;2180;2410;2100;2390;210;3627400;8327982000;1801;2390;77600;2380;7400;9230665050;9230665050
JAST;Jasnita Telekomindo Tbk.;100;101;98;100;1;7127900;712299500;559;101;842000;100;95700;1082575738;1082575738
JATI;Informasi Teknologi Indonesia Tbk.;108;112;105;110;2;14886900;1635857700;579;110;129900;109;605700;3262520106;3262520106
JAWA;Jaya Agra Wattie Tbk.;158;162;156;160;1;506600;80606600;137;160;112500;158;34400;16232951842;16232951842
JAYA;Armada Berjaya Trans Tbk.;144;145;140;140;-3;18819300;2662289700;2171;141;21400;140;569000;798499394;798499394
JECC;Jembo Cable Company Tbk.;0;950;905;940;0;67700;63315500;33;950;26100;940;49200;756000000;756000000
JGLE;Graha Andrasentra Propertindo Tbk.;0;60;58;60;0;72125200;4293077000;1749;60;26863400;59;145586400;22581909405;22581909405
JIHD;Jakarta International Hotels & Development Tbk.;510;540;505;515;10;771100;399544500;203;525;12200;515;21700;2329040482;2329040482
JKON;Jaya Konstruksi Manggala Pratama Tbk.;74;75;73;74;1;3022900;222746800;333;74;1480800;73;855800;16308519860;16308519860
JMAS;Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk.;232;238;224;234;6;1059000;244507600;179;234;14100;232;38200;1000000000;1000000000
JPFA;Japfa Comfeed Indonesia Tbk.;2580;2640;2570;2610;20;18666500;48590719000;4642;2620;566400;2610;8100;11726575201;11726575201
JRPT;Jaya Real Property Tbk.;1115;1115;1090;1110;0;576400;636580000;53;1115;11800;1110;100;12910719100;12910719100
JSKY;Sky Energy Indonesia Tbk.;0;0;0;52;0;0;0;0;0;0;0;0;2032540000;2032535000
JSMR;Jasa Marga (Persero) Tbk.;3120;3250;3110;3250;90;7900100;25472854000;1553;3260;18700;3250;2500;7257871200;7257871200
JSPT;Jakarta Setiabudi Internasional Tbk.;1485;1800;1390;1425;-60;131700;190666000;282;1440;2000;1425;1100;2318736000;2318736000
JTPE;Jasuindo Tiga Perkasa Tbk.;630;630;620;630;-5;1245100;779447500;339;630;107800;625;23100;6852050000;6852050000
KAEF;Kimia Farma Tbk.;456;458;452;456;0;454800;206069000;206;456;16600;454;100;5566589577;5566589577
KAQI;Jantra Grupo Indonesia Tbk.;104;107;97;106;3;63260200;6615187800;3801;107;4452700;106;632300;2075800000;2075800000
KARW;Meratus Jasa Prima Tbk.;0;300;300;300;0;67100;20130000;35;302;2000;300;89300;587152700;587152700
KAYU;Darmi Bersaudara Tbk.;0;0;0;18;0;0;0;0;0;0;0;0;665000000;150000000
KBAG;Karya Bersama Anugerah Tbk.;0;49;48;49;1;4674500;227476200;165;49;1040000;48;257800;7150002603;7150002603
KBLI;KMI Wire & Cable Tbk.;326;328;324;326;0;66300;21552000;34;326;55900;324;17000;4007235107;4007235107
KBLM;Kabelindo Murni Tbk.;320;320;314;318;4;4800;1525600;12;318;11800;316;22100;1120000000;1120000000
KBLV;First Media Tbk.;115;120;111;117;3;8767700;1017200500;727;118;159800;116;73500;1742167907;1742167907
KBRI;Kertas Basuki Rachmat Indonesia Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;8687995734;8687995734
KDSI;Kedawung Setia Industrial Tbk.;464;466;458;462;0;68600;31607800;80;462;4400;446;3800;1620000000;1620000000
KDTN;Puri Sentul Permai Tbk.;945;985;900;925;-10;483400;451677500;290;935;1000;925;6100;1250023298;1250023298
KEEN;Kencana Energi Lestari Tbk.;850;850;825;845;0;8531900;7156448000;771;845;138200;840;24800;3666312500;3651279900
KEJU;Mulia Boga Raya Tbk.;515;520;505;520;0;150500;77212500;108;520;50000;515;31000;5624999999;5624999999
KETR;Ketrosden Triasmitra Tbk.;406;480;402;442;34;88878800;38312014000;9064;442;194300;440;269800;2841262838;426200000
KIAS;Keramika Indonesia Assosiasi Tbk.;0;0;0;21;0;0;0;0;0;0;0;0;14929100000;14929100000
KICI;Kedaung Indah Can Tbk;0;197;188;191;0;168700;32007200;77;192;16000;190;29200;276000000;276000000
KIJA;Kawasan Industri Jababeka Tbk.;180;196;179;186;3;282070700;53240555300;12449;186;407700;185;1235200;20824888369;20824888369
KING;Hoffmen Cleanindo Tbk.;0;276;266;274;8;265200;72559200;56;274;2500;272;53500;2602852170;2602852170
KINO;Kino Indonesia Tbk.;1205;1225;1100;1130;-75;214300;243431000;191;1145;9000;1130;13300;1428571500;1428571500
KIOS;Kioson Komersial Indonesia Tbk.;114;121;112;117;3;28805100;3361098800;3038;117;767100;116;227500;1075862960;1075862960
KJEN;Krida Jaringan Nusantara Tbk.;114;119;114;116;0;1877600;218971600;201;117;200;116;47700;500000000;499650000
KKES;Kusuma Kemindo Sentosa Tbk.;0;32;30;32;0;1547700;47095000;120;32;483400;31;239400;1500000000;1500000000
KKGI;Resource Alam Indonesia Tbk.;314;320;310;320;6;4163500;1311065600;771;322;173500;320;400;5000000000;5000000000
KLAS;Pelayaran Kurnia Lautan Semesta Tbk.;82;83;80;83;2;7262400;590223000;582;83;751800;82;67100;3644415975;3644415975
KLBF;Kalbe Farma Tbk.;985;995;975;980;-5;22636600;22291091000;4807;985;50800;980;398500;46813391540;46813391540
KLIN;Klinko Karya Imaji Tbk.;0;178;154;161;-9;599800;94826400;141;161;27100;159;1100;1307530330;1307530330
KMDS;Kurniamitra Duta Sentosa Tbk.;0;595;585;585;-10;218000;129615000;26;595;86400;585;20500;800000000;800000000
KMTR;Kirana Megatara Tbk.;0;262;254;258;-4;51200;13135800;54;258;100;256;4600;8215366379;8210991379
KOBX;Kobexindo Tractors Tbk.;139;179;138;160;21;32724700;5354965200;5074;161;408400;160;39600;2272500000;2272500000
KOCI;Kokoh Exa Nusantara Tbk.;121;134;121;133;12;47317900;6121956900;4448;133;1083500;132;154800;4466896507;4466896507
KOIN;Kokoh Inti Arebama Tbk;0;80;73;75;-5;75400;5536200;17;79;2000;75;2900;980843732;980843732
KOKA;Koka Indonesia Tbk.;181;195;175;186;1;4671200;865252100;697;188;6200;186;107600;2861333000;1638113000
KONI;Perdana Bangun Pusaka Tbk;2440;2450;2150;2450;485;254000;606800000;374;0;0;2450;253500;312000000;312000000
KOPI;Mitra Energi Persada Tbk.;252;252;246;252;0;125000;31084400;86;252;79100;246;44600;697266668;697266668
KOTA;DMS Propertindo Tbk.;60;64;58;63;3;105812500;6522797000;3266;63;148200;62;272400;10546185701;10546185701
KPIG;MNC Tourism Indonesia Tbk.;114;128;112;126;10;368331900;45009898000;12786;126;8997100;125;539300;99857559263;99857559263
KRAS;Krakatau Steel (Persero) Tbk.;286;288;278;288;2;6595500;1878923600;1034;290;486600;288;76900;19346396900;19346396900
KREN;Quantum Clovera Investama Tbk.;0;16;15;16;0;18680700;289942300;416;16;30896600;15;20733700;18208470100;18208470100
KRYA;Bangun Karya Perkasa Jaya Tbk.;56;65;54;59;3;84642900;5087460500;4578;59;3592800;58;642600;1663943474;1663943474
KSIX;Kentanix Supra International Tbk.;328;328;326;328;0;7200;2359600;14;328;21800;326;2400;2137831800;2137831800
KUAS;Ace Oldfields Tbk.;140;140;128;135;-6;110755500;14797198300;10089;136;453800;135;408000;1292808150;1292808150
LABA;Green Power Group Tbk.;109;115;107;112;2;11779300;1306603000;1044;112;6000;111;8500;1103402553;1103402553
LABS;UBC Medical Indonesia Tbk.;163;164;160;162;-1;963900;155773600;400;162;5500;161;15000;3950000000;3950000000
LAJU;Jasa Berdikari Logistics Tbk.;83;86;81;85;2;37199200;3118838700;2430;85;692200;84;1540800;2149942974;2149942974
LAND;Trimitra Propertindo Tbk.;58;63;58;60;2;33614200;2035520200;3106;61;585400;60;262400;2792620000;2792620000
LAPD;Leyand International Tbk.;80;89;78;84;5;72521400;6125758900;6095;85;1135400;84;102800;3966350139;3966350139
LCGP;Eureka Prima Jakarta Tbk.;0;0;0;114;0;0;0;0;0;0;0;0;5630000914;5630000914
LCKM;LCK Global Kedaton Tbk.;84;94;81;84;0;4992900;421454500;599;84;44900;83;167000;1000000000;1000000000
LEAD;Logindo Samudramakmur Tbk.;144;155;140;145;0;73277100;10830850300;6155;146;334100;145;1137100;5799616328;5799616328
LFLO;Imago Mulia Persada Tbk.;0;585;520;585;40;56800;30892000;38;585;72900;535;300;1307734937;1307734937
LIFE;MSIG Life Insurance Indonesia Tbk.;0;7275;7200;7200;-50;1700;12247500;12;7200;100;7175;100;2100000000;2100000000
LINK;Link Net Tbk.;0;1915;1845;1900;60;22800;43173500;66;1910;2400;1900;19400;2863195484;2863195484
LION;Lion Metal Works Tbk.;404;420;404;416;12;254800;105484000;94;416;2100;410;5500;520160000;520160000
LIVE;Homeco Victoria Makmur Tbk.;0;222;218;220;4;363500;79738200;62;220;33600;218;16000;4593005014;4593005014
LMAS;Limas Indonesia Makmur Tbk;0;0;0;50;0;0;0;0;0;0;0;0;787851525;787851525
LMAX;Lupromax Pelumas Indonesia Tbk.;0;176;160;176;16;1840800;323418400;307;0;0;176;30461700;650008775;650008775
LMPI;Langgeng Makmur Industri Tbk.;0;174;140;145;-2;4422700;693945600;1077;145;200;143;4200;1008517669;1008517669
LMSH;Lionmesh Prima Tbk.;0;0;0;256;0;0;0;0;0;0;0;0;96000000;96000000
LOPI;Logisticsplus International Tbk.;0;117;110;113;-2;853600;95544500;215;113;2400;112;40900;1100011289;1100011289
LPCK;Lippo Cikarang Tbk;650;675;640;665;15;419800;274646500;204;665;10800;655;4300;5134685692;5134685692
LPGI;Lippo General Insurance Tbk.;670;695;665;680;10;1600;1086000;15;680;14000;650;400;3000000000;3000000000
LPIN;Multi Prima Sejahtera Tbk;452;454;448;454;4;88800;39910600;80;454;25100;452;9800;425000000;425000000
LPKR;Lippo Karawaci Tbk.;84;87;82;87;2;103195400;8814214900;5374;87;7556600;86;166300;70898018369;70898018369
LPLI;Star Pacific Tbk;300;300;296;300;0;201200;59963800;87;300;63500;296;10900;1170432803;1170432803
LPPF;Matahari Department Store Tbk.;1895;1950;1890;1950;60;7448200;14314398500;2551;1950;155200;1945;51000;2258279280;2258279280
LPPS;Lenox Pasifik Investama Tbk.;84;84;82;83;-1;990700;82090100;126;83;1720500;82;381300;2588250000;2588250000
LRNA;Eka Sari Lorena Transport Tbk.;200;206;195;200;-2;1109400;221485900;363;202;10000;200;72100;350000022;350000022
LSIP;PP London Sumatra Indonesia Tbk.;1445;1585;1435;1550;110;38177500;58016503000;6148;1550;64700;1545;150400;6819963965;6819963965
LTLS;Lautan Luas Tbk.;810;815;800;800;-10;78700;63866500;72;815;13700;800;17300;1560000000;1560000000
LUCK;Sentral Mitra Informatika Tbk.;106;107;99;100;0;5588400;571554700;604;101;15600;100;30100;715749640;354601900
LUCY;Lima Dua Lima Tiga Tbk.;0;1790;1470;1470;-160;2091300;3406298000;1369;1470;467700;0;0;1514773893;1514773893
MABA;Marga Abhinaya Abadi Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;15365229912;15358819212
MAGP;Multi Agro Gemilang Plantation Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;9000000004;9000000004
MAHA;Mandiri Herindo Adiperkasa Tbk.;149;149;146;148;2;3386200;498716700;448;148;226700;147;21500;16666000000;16666000000
MAIN;Malindo Feedmill Tbk.;1040;1075;1030;1060;15;4484700;4762177000;972;1065;85800;1060;44300;2238750000;2238750000
MANG;Manggung Polahraya Tbk.;0;38;36;38;0;18551100;687891100;954;38;3870800;37;288600;3812570612;1732570612
MAPA;Map Aktif Adiperkasa Tbk.;660;685;660;670;0;7569400;5057378500;1021;670;29300;665;25800;28504000000;28504000000
MAPB;MAP Boga Adiperkasa Tbk.;0;1545;1530;1530;-15;400;613500;4;1530;700;1490;300;2387922900;2387922900
MAPI;Mitra Adiperkasa Tbk.;1250;1265;1235;1255;0;14431900;18035441000;2873;1255;70800;1250;5400;16600000000;16600000000
MARI;Mahaka Radio Integra Tbk.;0;29;28;28;-1;4186800;117831100;102;29;455700;28;5700;5252644000;5252644000
MARK;Mark Dynamics Indonesia Tbk.;855;855;835;845;-10;3000200;2530213500;638;845;100;835;290100;3800000310;3800000310
MASB;Bank Multiarta Sentosa Tbk.;0;3390;3240;3240;-150;1000;3260000;6;3380;100;3240;500;1387737233;1387737233
MAXI;Maxindo Karya Anugerah Tbk.;50;50;50;50;0;83800;4190000;22;50;41246200;0;0;9610099981;9610099981
MAYA;Bank Mayapada Internasional Tbk.;195;195;191;194;-1;1621300;312485800;161;194;9300;193;65000;25906179152;25906179152
MBAP;Mitrabara Adiperdana Tbk.;0;1810;1760;1780;-20;67800;120921000;126;1785;8400;1780;3800;1227271952;1227271952
MBMA;Merdeka Battery Materials Tbk.;730;750;720;730;-15;145267500;1,06198E+11;16375;735;605000;730;3295400;1,07995E+11;1,07995E+11
MBSS;Mitrabahtera Segara Sejati Tbk.;1690;1795;1670;1740;45;2520100;4388519000;1044;1745;32100;1740;83200;1750026639;1750026639
MBTO;Martina Berto Tbk.;104;114;102;105;1;6656100;720748400;1076;105;100000;104;175200;1070000000;1070000000
MCAS;M Cash Integrasi Tbk.;338;342;338;340;0;156800;53306800;108;342;10000;338;13800;867933300;867933300
MCOL;Prima Andalan Mandiri Tbk.;4000;4180;3950;4100;40;124800;516185000;117;4150;5900;4100;500;3555560000;3555560000
MCOR;Bank China Construction Bank Indonesia Tbk.;71;71;69;70;-1;3506400;245317800;202;70;467800;69;5760000;37540533209;37540533209
MDIA;Intermedia Capital Tbk.;52;58;51;54;0;233307500;12735276600;5767;54;2477700;53;4588200;39215538400;39215538400
MDIY;Daya Intiguna Yasa Tbk.;900;905;885;885;-10;1484400;1321843000;159;900;321200;885;10200;25190392000;25190392000
MDKA;Merdeka Copper Gold Tbk.;3220;3230;3100;3150;-70;42114500;1,32732E+11;14015;3150;1170100;3140;105000;24472983771;24472983771
MDKI;Emdeki Utama Tbk.;193;194;189;192;1;197200;37617200;66;193;24800;191;2200;2530150002;2530150002
MDLA;Medela Potentia Tbk.;214;216;212;212;-4;964800;205729000;345;214;20800;212;230100;14012825000;14012825000
MDLN;Modernland Realty Tbk.;54;55;53;54;0;3593300;194296100;266;54;46200;53;5060200;12533067322;12533067322
MDRN;Modern Internasional Tbk.;0;54;53;53;-1;5134700;272615900;123;54;597600;53;13100;7632167798;7138697999
MEDC;Medco Energi Internasional Tbk.;1600;1655;1600;1650;95;185611700;3,02132E+11;24923;1650;226400;1645;388200;25136231252;25136231252
MEDS;Hetzer Medical Indonesia Tbk.;65;68;63;66;1;13378000;885976000;1141;67;726900;66;499800;1562500000;1562500000
MEGA;Bank Mega Tbk.;2900;2920;2760;2900;-50;475300;1367591000;647;2910;1000;2900;5200;11623514905;11623514905
MEJA;Harta Djaya Karya Tbk.;0;117;103;108;-3;56416100;6254545100;3707;108;1649300;107;7010600;2235502042;2235502042
MENN;Menn Teknologi Indonesia Tbk.;0;0;0;53;0;0;0;0;0;0;0;0;1434052006;1434052006
MERI;Merry Riana Edukasi Tbk.;150;151;145;148;-3;4097600;605352100;672;148;79800;147;196700;1035132500;435132500
MERK;Merck Tbk.;3500;3580;3470;3570;20;35600;125665000;56;3570;3700;3520;2200;448000000;448000000
META;Nusantara Infrastructure Tbk.;0;0;0;238;0;0;0;0;0;0;0;0;17710708194;17710708194
MFMI;Multifiling Mitra Indonesia Tbk.;0;0;0;1300;0;0;0;0;0;0;0;0;757581000;757581000
MGLV;Panca Anugrah Wisesa Tbk.;0;6050;5500;6000;500;216200;1286705000;155;6000;19800;5550;400;1904883411;1904883411
MGNA;Magna Investama Mandiri Tbk.;180;188;175;183;3;1045000;188962600;71;183;36800;176;51900;3411009526;3411009526
MGRO;Mahkota Group Tbk.;740;755;740;750;10;3988100;2980814500;208;750;65100;740;169100;3554445700;3554445700
MHKI;Multi Hanna Kreasindo Tbk.;186;195;183;192;2;12093800;2312813000;1519;193;99600;192;200;3750000000;3750000000
MICE;Multi Indocitra Tbk.;595;595;505;505;0;94500;52081000;83;520;400;505;96100;600000000;600000000
MIDI;Midi Utama Indonesia Tbk.;320;320;312;314;-6;9827400;3093808200;937;316;14100;314;2225300;33435294800;33435294800
MIKA;Mitra Keluarga Karyasehat Tbk.;2080;2180;2080;2120;0;1827600;3872366000;1273;2130;3500;2120;24900;13907481500;13907481500
MINA;Sanurhasta Mitra Tbk.;296;322;288;312;6;465803700;1,45207E+11;37044;312;1572600;310;946500;9843750000;9843750000
MINE;Sinar Terang Mandiri Tbk.;350;378;348;366;14;561800;205197400;330;366;28500;364;24100;4084435300;4084435300
MIRA;Mitra International Resources Tbk.;0;23;23;23;-1;3233000;74359000;197;23;609800;22;3136500;3961452039;3961452039
MITI;Mitra Investindo Tbk.;250;266;250;258;8;1998700;512957600;776;260;61000;258;6100;3750526603;3750526603
MKAP;Multikarya Asia Pasifik Raya Tbk.;1065;1065;1060;1065;0;945800;1004297500;151;1065;42000;1060;40500;3250000000;3250000000
MKNT;Mitra Komunikasi Nusantara Tbk.;0;0;0;1;0;0;0;0;0;0;0;0;5500000000;5500000000
MKPI;Metropolitan Kentjana Tbk.;0;23500;22375;22375;-875;41100;962455000;116;23375;500;22375;100;948194000;948194000
MKTR;Menthobi Karyatama Raya Tbk.;129;137;129;136;7;1857500;249700300;267;136;11200;135;800;12060428584;12060428584
MLBI;Multi Bintang Indonesia Tbk.;5700;5700;5675;5700;0;26700;151737500;46;5700;5800;5675;100;2107000000;2107000000
MLIA;Mulia Industrindo Tbk;290;290;286;288;0;26700;7688600;31;288;114500;286;71600;6615000000;6615000000
MLPL;Multipolar Tbk.;100;103;97;101;2;36014100;3605742200;1870;102;451800;101;4945800;15682323987;15682323987
MLPT;Multipolar Technology Tbk.;18075;18600;16300;18525;425;131600;2346555000;526;18600;12000;18525;1600;1875000000;1875000000
MMIX;Multi Medika Internasional Tbk.;270;294;250;288;18;14090200;3898342800;1111;288;128000;286;10600;4800425380;4800425380
MMLP;Mega Manunggal Property Tbk.;338;340;334;338;0;1292900;434743400;275;338;101900;336;64400;6889134608;6889134608
MNCN;Media Nusantara Citra Tbk.;248;254;244;252;2;33370200;8320580000;1953;252;593700;250;569700;15049787710;15049787710
MOLI;Madusari Murni Indah Tbk.;246;260;246;260;10;3489800;881680400;530;260;224300;258;2742800;2724036581;2724036581
MORA;Mora Telematika Indonesia Tbk.;4670;4670;4450;4580;-140;510800;2315983000;806;4580;2000;4560;3800;23646668691;23646668691
MPIX;Mitra Pedagang Indonesia Tbk.;80;84;80;83;3;6504800;533360600;619;83;33300;82;630900;1562574308;1562574308
MPMX;Mitra Pinasthika Mustika Tbk.;975;985;975;980;0;2138600;2094934000;753;985;351700;980;254800;4386963276;4386963276
MPOW;Megapower Makmur Tbk.;102;105;100;104;3;4585600;472605800;416;104;147000;103;149800;816997053;816997053
MPPA;Matahari Putra Prima Tbk.;0;49;47;47;0;22043400;1055787900;506;48;2583700;47;298500;12966640084;12966640084
MPRO;Maha Properti Indonesia Tbk.;0;0;0;9350;0;0;0;0;9350;100;7950;100;9942500000;9942500000
MPXL;MPX Logistics International Tbk.;157;166;156;163;5;3284400;534840400;593;164;64400;163;220300;2000014587;2000014587
MRAT;Mustika Ratu Tbk.;418;420;410;412;-6;176400;72792600;71;412;4000;410;24500;428000000;428000000
MREI;Maskapai Reasuransi Indonesia Tbk.;1050;1050;995;1005;-20;16500;16990000;24;1020;56200;1000;16100;517791681;517791681
MSIE;Multisarana Intan Eduka Tbk.;0;48;45;47;0;685800;31757800;111;47;309200;46;244800;1460007754;1460007754
MSIN;MNC Digital Entertainment Tbk.;0;0;0;1320;0;0;0;0;0;0;0;0;60676178205;60676178205
MSJA;Multi Spunindo Jaya Tbk.;520;555;500;545;20;13274100;7089138500;1146;545;92300;540;10000;5882352900;5882352900
MSKY;MNC Sky Vision Tbk.;89;98;87;95;4;117136300;10989164000;6306;95;1368300;94;207400;1994370480;1994370480
MSTI;Mastersystem Infotama Tbk.;1415;1440;1390;1420;5;1529900;2158597500;588;1420;14100;1410;15600;3139416200;3139416200
MTDL;Metrodata Electronics Tbk.;580;580;570;570;-15;591500;338520500;218;575;171500;570;185200;12276884585;12276884585
MTEL;Dayamitra Telekomunikasi Tbk.;520;525;520;525;0;2036100;1061434500;430;525;338300;520;337300;83559677444;83559677444
MTFN;Capitalinc Investment Tbk.;0;23;22;22;-1;42316000;937820800;687;23;12834600;22;15286100;31842082852;31842082852
MTLA;Metropolitan Land Tbk.;0;590;570;570;5;14100;8141500;21;570;10300;565;9000;7655126330;7655126330
MTMH;Murni Sadar Tbk.;1020;1020;965;985;-30;6100;6066500;19;985;200;975;100;2068526950;2068526950
MTPS;Meta Epsi Tbk.;0;0;0;81;0;0;0;0;0;0;0;0;2084850829;2084850829
MTRA;Mitra Pemuda Tbk.;0;0;0;244;0;0;0;0;0;0;0;0;770000000;770000000
MTSM;Metro Realty Tbk.;0;0;0;500;0;0;0;0;0;0;0;0;232848000;232848000
MTWI;Malacca Trust Wuwungan Insurance Tbk.;0;326;318;324;-2;35100;11240600;36;324;66100;318;16400;2924486639;2924486639
MUTU;Mutuagung Lestari Tbk.;100;102;99;102;1;377800;37992700;128;102;65500;101;110000;3142950585;3142950585
MYOH;Samindo Resources Tbk.;0;1320;1275;1275;-40;59600;76968500;107;1280;101000;1275;900;2206312500;2206312500
MYOR;Mayora Indah Tbk.;1900;1915;1890;1905;5;8520900;16200741500;2101;1910;15200;1905;300;22358699725;22358699725
MYTX;Asia Pacific Investama Tbk.;0;43;39;41;-2;460900;18436900;58;41;14900;40;262300;7747281949;7747281949
NAIK;Adiwarna Anugerah Abadi Tbk.;99;100;96;98;-1;6648600;650608900;604;99;85800;97;542000;3327416452;3327416452
NANO;Nanotech Indonesia Global Tbk.;0;35;33;35;0;5817200;199437500;479;35;4086100;34;1701400;4285440269;4285440269
NASA;Andalan Perkasa Abadi Tbk.;0;37;36;37;-2;2134000;77774000;124;38;40200;37;2109900;11004929322;11004929322
NASI;Wahana Inti Makmur Tbk.;154;155;147;150;0;1295700;194601200;308;151;9000;150;2000;807400000;807400000
NATO;Olympus Strategic Indonesia Tbk.;0;620;595;615;0;258200;155752500;132;615;6300;600;37700;8001111504;8001111504
NAYZ;Hassana Boga Sejahtera Tbk.;0;62;58;60;-1;12136200;720715000;373;61;456000;59;1053600;2550011472;2550011472
NCKL;Trimegah Bangun Persada Tbk.;1130;1140;1095;1100;-45;77377000;85931690000;14425;1105;378200;1100;831500;63098600000;63098600000
NELY;Pelayaran Nelly Dwi Putri Tbk.;344;350;340;344;0;429300;148263000;133;344;3300;340;155100;2350000000;2350000000
NEST;Esta Indonesia Tbk.;326;330;320;326;0;227300;73822800;73;328;19900;326;8000;4112500000;4112500000
NETV;MDTV Media Technologies Tbk.;92;97;89;96;4;33494100;3140876600;2232;97;1733800;96;295100;41360517722;41360517722
NFCX;NFC Indonesia Tbk.;0;1815;1800;1815;5;840000;1520368000;23;1815;7100;1810;200;666667500;666667500
NICE;Adhi Kartiko Pratama Tbk.;292;296;282;296;6;1072000;311519600;318;298;33500;296;349300;6082020000;6082020000
NICK;Charnic Capital Tbk.;1405;1410;1310;1340;-35;24500;33108000;29;1340;2000;1315;300;651150000;651150000
NICL;PAM Mineral Tbk.;845;950;835;940;80;64980200;58432993000;5662;940;405300;935;17400;10635644907;10635644907
NIKL;Pelat Timah Nusantara Tbk.;280;280;274;280;0;1832700;511557600;377;282;10000;280;342600;2523350000;2523350000
NINE;Techno9 Indonesia Tbk.;0;137;128;134;1;10444700;1379407700;834;134;335500;133;460800;2157000000;2157000000
NIRO;City Retail Developments Tbk.;175;200;175;189;1;154000;29609300;98;189;3800;181;1300;22198871804;22198871804
NISP;Bank OCBC NISP Tbk.;1365;1365;1340;1350;-15;8741300;11794303500;2364;1350;77400;1345;546600;22715776032;22715776032
NOBU;Bank Nationalnobu Tbk.;560;570;540;545;-15;12151900;6674067500;842;545;91200;540;1521200;7403659460;7403659460
NPGF;Nusa Palapa Gemilang Tbk.;70;73;67;69;-1;27101100;1871793400;867;69;313900;68;2260400;3240235840;3240235840
NRCA;Nusa Raya Cipta Tbk.;575;675;570;650;45;36434200;23408806500;4649;650;417500;645;720400;2496258344;2496258344
NSSS;Nusantara Sawit Sejahtera Tbk.;720;780;680;775;65;35953200;26105533000;5268;775;311000;770;117300;23801568645;23801568645
NTBK;Nusatama Berkah Tbk.;72;75;70;73;1;23794600;1723417200;3294;73;198700;72;491900;2700064877;2700064877
NUSA;Sinergi Megah Internusa Tbk.;0;0;0;50;0;0;0;0;0;0;0;0;7700000148;7700000148
NZIA;Nusantara Almazia Tbk.;190;195;185;190;6;12194300;2309795100;1984;190;124900;189;2500;2197540705;2197540705
OASA;Maharaksa Biru Energi Tbk.;348;376;338;362;6;98436000;35815619000;10556;364;100100;362;64600;6347220000;6347220000
OBAT;Brigit Biofarmaka Teknologi Tbk.;338;348;338;340;0;140800;47985800;147;342;18900;340;16500;680376575;680376575
OBMD;OBM Drilchem Tbk.;238;248;232;242;0;646500;153567400;151;242;163900;240;3900;805992931;805992931
OCAP;Onix Capital Tbk.;0;0;0;159;0;0;0;0;0;0;0;0;273200000;273200000
OILS;Indo Oil Perkasa Tbk.;312;330;296;306;18;171976400;53700017800;24360;308;1756300;306;586300;454056563;454056563
OKAS;Ancora Indonesia Resources Tbk.;117;119;114;117;1;4260900;497596900;386;119;242200;117;128100;2373449165;2373449165
OLIV;Oscar Mitra Sukses Sejahtera Tbk.;0;59;55;57;1;6996300;398137000;355;57;119300;56;495800;1900073314;1900073314
OMED;Jayamas Medica Industri Tbk.;280;282;268;272;-6;18374400;5038988400;960;272;248000;270;624200;27058850000;27058850000
OMRE;Indonesia Prima Property Tbk;0;980;810;810;-85;11000;9557000;18;810;100;0;0;2945211000;2945211000
